Sr.No,Round ??,Institute ??,Program ??,Stream ??,Quota ??,Category ??,Seat Gender ??,Opening Rank ??,Closing Rank ??,Remark ??
10108,Round 7,"MEERUT INTERNATIONAL INSTITUTE OF TECHNOLOGY,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2100532,2116111,Fresh Only
10109,Round 7,Maharaja Suhel Dev State University Azamgarh.,Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,136759,1343710,Fresh Only
10110,Round 7,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,1712766,1712766,Fresh Only
10111,Round 7,"B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1201647,2121272,Fresh Only
10112,Round 7,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,899351,2111455,Fresh Only
10113,Round 7,"DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,1622972,2118729,Fresh Only
10114,Round 7,"RAJKIYA ENGINEERING COLLEGE,AZAMGARH",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,583001,1632585,Fresh Only
10115,Round 7,"BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,455287,2119031,Fresh Only
10116,Round 7,"MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1911094,2121050,Fresh Only
10117,Round 7,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,259495,2115178,Fresh Only
10118,Round 7,"DEEWAN V.S. INSTITUTE OF ENGINEERING & TECHNOLOGY, MEERUT,MEERUT",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1615303,2119941,Fresh Only
10119,Round 7,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2112095,2112921,Fresh Only
10120,Round 7,"Bundelkhand University, Jhansi",Food Engineering & technology,B.Tech,All India,OPEN,Both Male and Female Seats,680225,1954613,Fresh Only
10121,Round 7,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Computer Science & Technology,B.Tech,All India,OPEN,Both Male and Female Seats,1813187,2114906,Fresh Only
10122,Round 7,"Veer Bahadur Singh Purvanchal University, Jaunpur",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2100057,2100057,Fresh Only
10123,Round 7,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Design,B.Tech,All India,OPEN,Both Male and Female Seats,721708,2112295,Fresh Only
10124,Round 7,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,200150,333664,Fresh Only
10125,Round 7,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,521990,2118793,Fresh Only
10126,Round 7,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103321,2103321,Fresh Only
10127,Round 7,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Collaboration & Twining Program),B.Tech,All India,OPEN,Both Male and Female Seats,309469,2111871,Fresh Only
10128,Round 7,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2104195,2105088,Fresh Only
10129,Round 7,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1945221,2121656,Fresh Only
10130,Round 7,"HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2114901,2121236,Fresh Only
10131,Round 7,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Chemical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1128101,2119661,Fresh Only
10132,Round 7,"PANCHWATI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2102856,2102856,Fresh Only
10133,Round 7,"R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2111281,2117196,Fresh Only
10134,Round 7,"M. J. P. Ruhelkhand University, Bareilly",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,479885,2107719,Fresh Only
10135,Round 7,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Electrical and Computer Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1988918,1988918,Fresh Only
10136,Round 7,"ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2106824,2120901,Fresh Only
10137,Round 7,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,754342,1342979,Fresh Only
10138,Round 7,"RAKSHPAL BAHADUR COLLEGE OF ENGINEERING & TECHNOLOGY,BAREILLY",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2101106,2114829,Fresh Only
10139,Round 7,"Bundelkhand University, Jhansi",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,1520880,2108671,Fresh Only
10140,Round 7,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Agriculture Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2101496,2121275,Fresh Only
10141,Round 7,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1369183,1369183,Fresh Only
10142,Round 7,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,650265,2120473,Fresh Only
10143,Round 7,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,125348,436341,Fresh Only
10144,Round 7,"UNITED INSTITUTE OF TECHNOLOGY,ALLAHABAD",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1983853,1983853,Fresh Only
10145,Round 7,"INDRAPRASTHA INSTITUTE OF MANAGEMENT & TECHNOLOGY,SAHARANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1702244,2120611,Fresh Only
10146,Round 7,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,231234,2112330,Fresh Only
10147,Round 7,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,233040,2110250,Fresh Only
10148,Round 7,"S.D.COLLEGE OF ENGINEERING & TECHNOLOGY,MUZAFFARNAGAR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2106315,2120117,Fresh Only
10149,Round 7,"KUNWAR SATYA VEERA COLLEGE OF ENGG. & MANAGEMENT,BIJNAUR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2120513,2120513,Fresh Only
10150,Round 7,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2108285,2119441,Fresh Only
10151,Round 7,"JAHANGIRABAD EDUCATIONAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,BARABANKI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1859965,2112372,Fresh Only
10152,Round 7,"I.I.M.T. ENGG. COLLEGE,MEERUT",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,1233450,2112646,Fresh Only
10153,Round 7,"RISHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1995075,2118897,Fresh Only
10154,Round 7,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,335714,2116003,Fresh Only
10155,Round 7,"HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1012118,2121418,Fresh Only
10156,Round 7,"SUNRISE INSTITUTE OF ENGINEERING TECHNICAL & MANAGEMENT,UNNAO",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103629,2119795,Fresh Only
10157,Round 7,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,2107471,2107471,Fresh Only
10158,Round 7,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Mechanical and Mechatronics Engineering(Additive Manufacturing),B.Tech,All India,OPEN,Both Male and Female Seats,134893,226963,Fresh Only
10159,Round 7,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,34482,34482,Fresh Only
10160,Round 7,"ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,697298,697298,Fresh Only
10161,Round 7,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Both Male and Female Seats,472927,2121034,Fresh Only
10162,Round 7,"LDC INSTITUTE OF TECHNICAL STUDIES,ALLAHABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2101195,2101195,Fresh Only
10163,Round 7,"VEER KUNWAR INSTITUTE OF TECHNOLOGY,BIJNAUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2107604,2114940,Fresh Only
10164,Round 7,"SRI RAM GROUP OF COLLEGES,MUZAFFARNAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2116110,2116110,Fresh Only
10165,Round 7,"SETH VISHAMBHAR NATH INSTITUTE OF ENGG. & TECHNOLOGY,BARABANKI",Biotechnology,B.Tech,All India,OPEN,Both Male and Female Seats,1671692,2120204,Fresh Only
10166,Round 7,"SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2110191,2112266,Fresh Only
10167,Round 7,"G.C.R.G. MEMORIAL TRUST'S GROUP OF INSTITUTIONS, FACULTY OF ENGINEERING,LUCKNOW",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2107227,2116458,Fresh Only
10168,Round 7,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Computer Science And Engineering(Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,2105099,2111080,Fresh Only
10169,Round 7,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,418167,418167,Fresh Only
10170,Round 7,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,122780,2121452,Fresh Only
10171,Round 7,"HIMALAYAN INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2114324,2121233,Fresh Only
10172,Round 7,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,531739,948842,Fresh Only
10173,Round 7,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,475622,2106404,Fresh Only
10174,Round 7,"MAHARANA PRATAP INSTITUE OF TECHNOLOGY, GORAKHPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,938524,2108926,Fresh Only
10175,Round 7,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,126395,126395,Fresh Only
10176,Round 7,"VIVEKANANDA COLLEGE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2104049,2104049,Fresh Only
10177,Round 7,"SAGAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,BARABANKI",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2102604,2113916,Fresh Only
10178,Round 7,"DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2104824,2120100,Fresh Only
10179,Round 7,"FACULTY OF ENGG, AGRA COLLEGE,AGRA",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2113710,2117582,Fresh Only
10180,Round 7,"HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103633,2120228,Fresh Only
10181,Round 7,"PRABHAT ENGINEERING COLLEGE,KANPUR DEHAT",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2120225,2120225,Fresh Only
10182,Round 7,"MAA PATESHWARI DEVI RAJKIYA ENGINEERING COLLEGE, GONDA",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1792517,1792517,Fresh Only
10183,Round 7,"SUNRISE INSTITUTE OF ENGINEERING TECHNICAL & MANAGEMENT,UNNAO",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2101969,2121135,Fresh Only
10184,Round 7,"S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI",Artificial Intelligence And Machine Learning,B.Tech,All India,OPEN,Both Male and Female Seats,1160418,1160418,Fresh Only
10185,Round 7,"RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2105253,2121160,Fresh Only
10186,Round 7,"DEV BHOOMI GROUP OF INSTITUTIONS,SAHARANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1055718,2121085,Fresh Only
10187,Round 7,"SAGAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,BARABANKI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1227441,2105431,Fresh Only
10188,Round 7,"DR. VIRENDRA SWARUP MEMORIAL TRUST GROUP OF INSTITUTIONS,UNNAO",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103867,2118000,Fresh Only
10189,Round 7,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,38453,38453,Fresh Only
10190,Round 7,"M. J. P. Ruhelkhand University, Bareilly",Chemical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2104413,2106705,Fresh Only
10191,Round 7,"HI-TECH. INSTITUTE OF ENGINEERING &TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,221830,2121176,Fresh Only
10192,Round 7,"MG INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1737123,2117644,Fresh Only
10193,Round 7,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,369118,2114802,Fresh Only
10194,Round 7,"APOLLO INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,172001,2119949,Fresh Only
10195,Round 7,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,1759099,1759099,Fresh Only
10196,Round 7,"BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,374449,2116296,Fresh Only
10197,Round 7,"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW",Manufacturing Technology,B.Tech,All India,OPEN,Both Male and Female Seats,2101919,2113310,Fresh Only
10198,Round 7,"J.P..INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1290870,1290870,Fresh Only
10199,Round 7,"SETH VISHAMBHAR NATH INSTITUTE OF ENGG. & TECHNOLOGY,BARABANKI",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1776881,2120632,Fresh Only
10200,Round 7,"B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1092494,2120981,Fresh Only
10201,Round 7,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1352811,2121551,Fresh Only
10202,Round 7,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2116516,2116516,Fresh Only
10203,Round 7,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,115557,143504,Fresh Only
10204,Round 7,"DR.M.C.SAXENA COLLEGE OF ENGG. & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,2119269,2119269,Fresh Only
10205,Round 7,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,627582,2114316,Fresh Only
10206,Round 7,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,426515,2109472,Fresh Only
10207,Round 7,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103997,2113924,Fresh Only
10208,Round 7,"RAJKIYA ENGINEERING COLLEGE,MAINPURI",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,924798,2115709,Fresh Only
10209,Round 7,"SUNDERDEEP ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2107110,2107775,Fresh Only
10210,Round 7,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1549157,1969737,Fresh Only
10211,Round 7,"NITRA TECHNICAL CAMPUS,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,128901,2121511,Fresh Only
10212,Round 7,"MODERN COLLEGE, JHANSI",Artificial Intelligence And Machine Learning,B.Tech,All India,OPEN,Both Male and Female Seats,782897,2119473,Fresh Only
10213,Round 7,LLOYD INSTITUTE OF ENGINEERING AND TECHNOLOGY,Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1393666,2120115,Fresh Only
10214,Round 7,"AXIS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,268504,2120809,Fresh Only
10215,Round 7,"NEELAM COLLEGE OF ENGINEERING & TECHNOLOGY,AGRA",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103622,2118237,Fresh Only
10216,Round 7,"INDERPRASTHA ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2109980,2109980,Fresh Only
10217,Round 7,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electrical and Computer Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,231327,1649650,Fresh Only
10218,Round 7,"RISHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2116486,2116486,Fresh Only
10219,Round 7,"KIPM COLLEGE OF ENGG. & TECHNOLOGY,GORAKHPUR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1285647,2118900,Fresh Only
10220,Round 7,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1872904,2109678,Fresh Only
10221,Round 7,"S.D.COLLEGE OF ENGINEERING & TECHNOLOGY,MUZAFFARNAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,684935,2121406,Fresh Only
10222,Round 7,"SHANTI INSTITUTE OF TECHNOLOGY,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2103892,2113719,Fresh Only
10223,Round 7,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,1866805,2118895,Fresh Only
10224,Round 7,"PRAYAG INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALLAHABAD",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,2111609,2120625,Fresh Only
10225,Round 7,"MEERUT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,1966146,2108330,Fresh Only
